,Vehicle Class,Coverage,Renew Offer Type,Employment Status,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value,Gender,Location Code,Policy Duration (Months)
2300,Four-Door Car,Extended,Offer3,Employed,Single,College,7,79.0,379.2,20676.0,6063.19979,M,Suburban,27
2450,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,68.0,326.4,79780.0,8277.637562,F,Suburban,58
3948,SUV,Extended,Offer2,Employed,Single,College,2,136.0,979.2,22022.0,46611.87375,M,Suburban,1
3195,Two-Door Car,Basic,Offer3,Employed,Married,College,8,67.0,294.803913,22268.0,5326.501981,F,Urban,70
3460,Four-Door Car,Premium,Offer2,Disabled,Divorced,Doctor,2,101.0,303.148399,15897.0,15363.84716,F,Urban,99
4955,Two-Door Car,Basic,Offer3,Employed,Married,College,2,68.0,86.912677,32555.0,7927.182997,M,Rural,72
1123,Four-Door Car,Basic,Offer1,Medical Leave,Single,Bachelor,4,69.0,331.2,24383.0,4897.041423,M,Suburban,78
5134,Sports Car,Basic,Offer2,Disabled,Single,College,6,113.0,542.4,17034.0,8300.70769,F,Suburban,40
4123,Four-Door Car,Basic,Offer4,Employed,Married,College,7,61.0,292.8,28663.0,4466.977478,M,Suburban,8
3880,Two-Door Car,Extended,Offer2,Employed,Married,Master,5,99.0,456.50357,36094.0,7834.151482,F,Urban,50
1131,SUV,Basic,Offer1,Employed,Single,Bachelor,2,115.0,552.0,57882.0,18060.47947,F,Suburban,61
4433,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,66.0,351.877002,95621.0,20474.14563,M,Suburban,90
4389,Sports Car,Basic,Offer3,Employed,Married,High School or Below,1,114.0,547.2,39053.0,4594.292826,F,Suburban,66
2118,Two-Door Car,Basic,Offer3,Employed,Married,Master,1,63.0,392.235698,79751.0,2551.226692,M,Suburban,67
717,Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,3,61.0,292.8,55385.0,4732.219556,M,Suburban,22
1960,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,6,69.0,76.586018,29853.0,5394.913017,F,Rural,36
4204,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,3,72.0,341.878002,33818.0,5453.707634,M,Urban,34
4793,Four-Door Car,Basic,Offer2,Disabled,Married,Bachelor,3,65.0,468.0,11698.0,4834.397455,M,Suburban,38
452,SUV,Basic,Offer1,Employed,Married,Master,1,115.0,764.592151,94804.0,4583.748377,M,Suburban,79
883,SUV,Basic,Offer4,Employed,Married,High School or Below,1,106.0,508.8,23712.0,4281.062223,F,Suburban,12
3207,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,3,73.0,362.743231,70837.0,5635.403677,M,Suburban,19
4111,Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,1,83.0,366.90936,21947.0,3289.132998,F,Urban,66
4309,SUV,Basic,Offer2,Employed,Single,Bachelor,8,104.0,748.8,21723.0,7894.5005,M,Suburban,6
4470,SUV,Basic,Offer1,Employed,Married,Bachelor,8,114.0,539.843003,33897.0,9080.639651,F,Urban,67
898,SUV,Extended,Offer3,Disabled,Married,College,1,130.0,678.946216,21135.0,4980.18765,F,Suburban,59
3507,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,67.0,24.843535,73692.0,24338.51185,F,Rural,10
340,Four-Door Car,Extended,Offer2,Medical Leave,Married,College,1,95.0,915.188647,19121.0,3645.464325,F,Suburban,18
2828,Sports Car,Basic,Offer3,Retired,Married,Bachelor,1,100.0,720.0,12454.0,3683.472334,M,Suburban,68
3910,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,65.0,289.894293,98713.0,15777.88702,F,Urban,91
4440,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,8,74.0,201.327931,69276.0,5797.604861,F,Urban,22
3755,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,73.0,283.966321,36844.0,2872.980808,M,Urban,11
1990,Four-Door Car,Basic,Offer2,Employed,Single,Master,3,70.0,311.514116,90607.0,5565.892477,M,Urban,89
4851,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,95.0,456.0,62582.0,7671.847478,F,Suburban,46
5187,Sports Car,Basic,Offer3,Disabled,Married,Bachelor,1,113.0,542.4,14476.0,4236.84292,M,Suburban,0
2326,SUV,Extended,Offer1,Employed,Married,Bachelor,5,133.0,428.27511,60642.0,10660.89661,F,Urban,68
3294,Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,3,98.0,99.697769,95701.0,7659.499583,M,Rural,8
4468,SUV,Basic,Offer1,Employed,Divorced,Bachelor,7,119.0,221.188327,81410.0,9567.711298,M,Rural,86
2664,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,65.0,114.798771,92079.0,20708.25881,M,Rural,68
2556,Two-Door Car,Basic,Offer2,Medical Leave,Married,High School or Below,1,67.0,454.245098,25049.0,2566.867823,M,Suburban,7
1585,Four-Door Car,Premium,Offer1,Employed,Single,College,1,110.0,74.744643,97321.0,4369.496687,M,Rural,46
1662,Two-Door Car,Basic,Offer3,Employed,Single,College,2,66.0,84.520776,33175.0,20380.06652,F,Rural,76
1806,SUV,Extended,Offer4,Employed,Single,Bachelor,1,134.0,643.2,82166.0,5189.289582,M,Suburban,43
3913,Two-Door Car,Extended,Offer3,Employed,Single,Bachelor,3,82.0,393.6,50843.0,6332.941818,M,Suburban,65
848,SUV,Basic,Offer3,Medical Leave,Married,Doctor,2,102.0,489.6,23638.0,20101.65141,F,Suburban,62
1757,Four-Door Car,Basic,Offer2,Employed,Single,College,2,73.0,525.6,21733.0,8550.386579,M,Suburban,37
2523,Four-Door Car,Premium,Offer2,Employed,Married,College,1,103.0,480.073548,65085.0,4111.888285,F,Urban,55
1033,SUV,Premium,Offer4,Employed,Married,High School or Below,7,157.0,753.6,26149.0,12655.52878,F,Suburban,17
1845,Two-Door Car,Basic,Offer1,Medical Leave,Single,College,4,65.0,362.774545,12964.0,4770.550911,F,Suburban,37
3720,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,66.0,142.113373,44362.0,15762.53198,F,Rural,75
5536,SUV,Extended,Offer1,Employed,Married,Bachelor,4,135.0,354.729129,94827.0,10979.09559,F,Urban,64
1086,Four-Door Car,Basic,Offer4,Employed,Married,Doctor,1,72.0,245.103885,83218.0,2915.649943,F,Urban,42
229,Four-Door Car,Basic,Offer2,Employed,Married,College,1,66.0,182.927837,64987.0,2659.495086,F,Urban,90
3430,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,5,62.0,80.73124,86305.0,4984.618655,M,Rural,99
4763,SUV,Extended,Offer3,Disabled,Married,Bachelor,1,132.0,633.6,22565.0,5110.755667,F,Suburban,20
3496,SUV,Basic,Offer4,Employed,Married,College,2,117.0,561.6,67627.0,14002.37819,M,Suburban,43
797,Four-Door Car,Basic,Offer2,Disabled,Married,Bachelor,5,71.0,340.8,11612.0,5623.314472,F,Suburban,92
2935,Luxury Car,Basic,Offer3,Employed,Single,College,3,193.0,273.702709,83283.0,15055.53836,M,Rural,46
5251,SUV,Basic,Offer1,Employed,Single,Bachelor,2,100.0,418.864555,91469.0,11797.99211,F,Urban,89
2521,Four-Door Car,Extended,Offer1,Employed,Single,High School or Below,2,80.0,384.0,75203.0,12682.25069,M,Suburban,13
3475,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,67.0,2.028223,26094.0,2619.865336,M,Rural,84
482,Four-Door Car,Basic,Offer2,Employed,Married,College,8,74.0,355.2,22061.0,5878.199296,F,Suburban,25
1558,Four-Door Car,Basic,Offer1,Employed,Married,Master,2,73.0,172.226165,33291.0,8723.667123,F,Rural,2
301,SUV,Basic,Offer3,Employed,Married,High School or Below,1,106.0,508.8,30598.0,4198.02525,M,Suburban,21
2813,Four-Door Car,Basic,Offer1,Medical Leave,Married,Master,8,72.0,154.750098,11343.0,5507.242176,M,Rural,78
4024,Four-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,3,72.0,345.6,21171.0,5605.380417,F,Suburban,40
3511,Two-Door Car,Basic,Offer1,Employed,Single,College,1,72.0,345.6,39783.0,2794.907476,F,Suburban,43
136,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,9,61.0,40.562432,61613.0,4825.651946,M,Rural,20
248,Four-Door Car,Basic,Offer1,Medical Leave,Married,Bachelor,1,65.0,724.463534,19352.0,2467.620791,F,Suburban,0
4246,Four-Door Car,Premium,Offer3,Employed,Single,College,2,101.0,245.968629,41692.0,11320.82704,M,Rural,15
3226,Luxury Car,Basic,Offer1,Disabled,Married,High School or Below,1,196.0,940.8,26444.0,7744.644444,F,Suburban,14
348,SUV,Extended,Offer1,Employed,Married,College,1,125.0,537.315879,73809.0,5015.643575,F,Urban,57
751,SUV,Premium,Offer1,Employed,Married,Master,2,175.0,1200.292827,70734.0,21312.37811,F,Suburban,35
4626,SUV,Basic,Offer1,Employed,Divorced,Bachelor,2,106.0,502.46107,58781.0,12421.86213,M,Urban,37
4618,Four-Door Car,Basic,Offer4,Employed,Single,High School or Below,1,61.0,292.8,78185.0,2381.790787,M,Suburban,54
1668,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,7,65.0,4.619402,69991.0,5214.342348,M,Rural,44
4875,Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,1,61.0,292.8,69202.0,2379.825871,M,Suburban,12
3414,SUV,Basic,Offer1,Employed,Divorced,College,3,104.0,499.2,32799.0,8169.746083,F,Suburban,27
158,Four-Door Car,Basic,Offer2,Medical Leave,Single,College,9,63.0,302.4,22571.0,4605.036646,F,Suburban,51
795,Sports Car,Basic,Offer2,Employed,Married,Bachelor,9,112.0,499.663591,88708.0,9011.129467,M,Urban,71
2399,SUV,Basic,Offer2,Employed,Single,High School or Below,8,111.0,532.8,32607.0,8485.330004,M,Suburban,79
963,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,66.0,195.218968,72734.0,7980.488637,M,Urban,96
953,Four-Door Car,Extended,Offer2,Retired,Married,High School or Below,1,78.0,486.278557,10312.0,2886.451602,F,Suburban,63
2534,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,71.0,340.8,58620.0,17006.00256,F,Suburban,51
2635,Four-Door Car,Premium,Offer2,Disabled,Divorced,High School or Below,4,108.0,591.511506,12181.0,7942.448548,F,Suburban,19
2391,Four-Door Car,Basic,Offer2,Disabled,Married,High School or Below,1,74.0,355.2,22158.0,2758.329817,M,Suburban,92
438,Luxury SUV,Extended,Offer1,Employed,Married,Bachelor,2,201.0,381.306996,39837.0,23893.3041,F,Rural,63
5373,Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,2,62.0,129.999138,50165.0,7340.496505,M,Rural,63
1953,Sports Car,Basic,Offer3,Employed,Divorced,Bachelor,2,100.0,5.573179,97205.0,11900.54484,F,Rural,40
4607,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,67.0,238.561687,60221.0,24320.64401,F,Urban,17
1579,Two-Door Car,Basic,Offer4,Employed,Single,College,2,70.0,27.145151,88440.0,24980.22553,F,Rural,30
4797,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,2,81.0,375.11129,75651.0,9766.217126,M,Urban,60
299,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,71.0,791.878042,25998.0,8382.478392,M,Suburban,38
5558,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,2,62.0,9.832575,20053.0,17085.41462,F,Rural,24
3865,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,9,67.0,321.6,40783.0,5285.118669,M,Suburban,43
4274,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,63.0,105.765111,53863.0,15182.27975,F,Rural,30
3628,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,86.0,170.532133,94885.0,3470.177816,F,Rural,10
1160,Two-Door Car,Basic,Offer3,Employed,Married,College,1,71.0,397.622116,63223.0,2797.759849,M,Suburban,72
2385,SUV,Extended,Offer3,Disabled,Married,College,2,124.0,595.2,27572.0,14476.12489,F,Suburban,57
1983,Four-Door Car,Basic,Offer1,Disabled,Married,College,6,72.0,345.6,19280.0,5586.965345,F,Suburban,39
1686,Two-Door Car,Premium,Offer2,Employed,Married,Bachelor,4,116.0,346.265295,85654.0,9247.547393,M,Urban,55
4407,Four-Door Car,Extended,Offer4,Employed,Married,College,2,84.0,224.265232,74001.0,10114.98621,F,Urban,0
3958,Four-Door Car,Basic,Offer4,Employed,Married,College,1,63.0,343.705799,33485.0,2526.729022,F,Suburban,41
2204,SUV,Basic,Offer4,Employed,Married,Bachelor,1,109.0,731.350857,23060.0,4175.945269,M,Suburban,25
1833,Four-Door Car,Basic,Offer1,Employed,Divorced,Master,2,67.0,175.97506,53691.0,24138.05975,M,Urban,48
1670,SUV,Basic,Offer1,Employed,Single,Bachelor,3,101.0,198.84453,49682.0,7757.924239,M,Rural,49
1981,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,2,66.0,316.8,36409.0,7854.771821,M,Suburban,33
3251,Sports Car,Extended,Offer1,Employed,Single,High School or Below,4,123.0,40.950769,33190.0,9710.286449,M,Rural,95
3655,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,69.0,290.886242,79065.0,2760.476712,M,Urban,24
2196,SUV,Basic,Offer4,Employed,Married,Bachelor,2,105.0,166.972451,80321.0,38230.21008,M,Rural,1
3377,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,65.0,9.51528,40864.0,2567.151468,F,Rural,75
3376,Four-Door Car,Premium,Offer1,Employed,Single,High School or Below,4,102.0,489.6,75531.0,8054.982035,F,Suburban,13
4736,SUV,Basic,Offer1,Employed,Married,Bachelor,8,108.0,621.464468,34621.0,8595.665294,M,Suburban,32
280,SUV,Extended,Offer4,Employed,Married,College,1,128.0,614.4,33169.0,5126.54272,F,Suburban,14
5177,SUV,Basic,Offer1,Disabled,Divorced,High School or Below,1,100.0,514.507039,13093.0,3741.570763,F,Suburban,73
2871,Four-Door Car,Extended,Offer4,Medical Leave,Married,College,3,83.0,377.917394,25646.0,6013.73829,M,Urban,92
1213,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,69.0,452.271771,45025.0,2725.322949,F,Suburban,85
1564,Luxury SUV,Extended,Offer2,Employed,Divorced,Master,7,239.0,1294.700423,22705.0,19160.98994,F,Suburban,59
5450,Two-Door Car,Basic,Offer1,Disabled,Married,Master,2,62.0,297.6,28245.0,7200.566588,M,Suburban,16
1965,Four-Door Car,Basic,Offer2,Employed,Divorced,Bachelor,1,67.0,321.6,24732.0,2576.380679,M,Suburban,49
4041,Two-Door Car,Premium,Offer2,Employed,Married,Master,1,103.0,163.955502,52471.0,4187.77657,F,Rural,57
145,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,65.0,425.358596,20497.0,7785.666532,F,Suburban,94
537,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,73.0,40.752864,65436.0,2912.59798,F,Rural,55
559,Four-Door Car,Extended,Offer2,Employed,Married,College,1,85.0,24.555177,33243.0,3344.809462,F,Rural,19
4065,Four-Door Car,Basic,Offer1,Employed,Married,College,2,65.0,144.051716,76505.0,7933.820656,F,Rural,89
1255,Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,91.0,278.072755,71176.0,3580.076125,F,Urban,62
3679,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,93.0,446.4,31349.0,3677.907634,M,Suburban,32
472,Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,8,78.0,414.519064,53998.0,5898.733666,F,Suburban,38
5013,SUV,Extended,Offer3,Retired,Married,High School or Below,1,126.0,604.8,18866.0,4873.436612,F,Suburban,62
1355,Two-Door Car,Premium,Offer1,Employed,Single,Master,1,114.0,118.750512,29550.0,4456.016549,F,Rural,70
51,Two-Door Car,Extended,Offer4,Employed,Single,Master,2,90.0,135.892444,50450.0,10640.93932,M,Rural,68
171,Two-Door Car,Premium,Offer1,Employed,Married,College,3,101.0,484.8,34335.0,8023.075248,F,Suburban,55
2229,Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,2,73.0,350.4,97361.0,8622.835375,M,Suburban,85
1863,Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,1,118.0,566.4,40160.0,4579.605586,M,Suburban,48
900,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,2,82.0,393.6,24028.0,9743.350113,F,Suburban,27
2001,Two-Door Car,Extended,Offer1,Employed,Married,Bachelor,2,82.0,64.396979,38279.0,9732.584122,M,Rural,41
5266,Luxury Car,Basic,Offer2,Employed,Married,Bachelor,7,199.0,955.2,70140.0,16068.34838,F,Suburban,15
2292,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,76.0,46.20341,85654.0,6087.302608,M,Rural,46
5001,Two-Door Car,Basic,Offer2,Retired,Single,Bachelor,3,62.0,297.6,21004.0,4312.869599,M,Suburban,20
193,Sports Car,Basic,Offer1,Employed,Divorced,Bachelor,2,106.0,508.8,61844.0,12622.83268,M,Suburban,74
270,Luxury SUV,Basic,Offer3,Employed,Married,Bachelor,1,184.0,587.37679,33811.0,7221.151702,M,Urban,59
1447,Luxury SUV,Basic,Offer2,Employed,Married,High School or Below,7,196.0,1961.162049,24661.0,15483.52986,M,Suburban,28
1873,Four-Door Car,Basic,Offer4,Employed,Single,High School or Below,1,71.0,305.697525,48597.0,2488.241391,F,Urban,63
3532,Two-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,2,72.0,151.843731,97768.0,8692.636838,F,Rural,14
546,Four-Door Car,Extended,Offer1,Employed,Single,College,1,88.0,442.964578,30509.0,3436.448003,F,Suburban,76
1113,Four-Door Car,Basic,Offer3,Employed,Married,College,2,71.0,227.225113,62076.0,8491.020256,M,Urban,82
2013,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,70.0,336.0,25302.0,13473.18567,M,Suburban,16
3709,Four-Door Car,Extended,Offer3,Employed,Married,College,1,86.0,412.8,42983.0,3483.630439,F,Suburban,18
4361,Four-Door Car,Basic,Offer2,Employed,Married,College,1,67.0,139.963594,24721.0,2620.392335,M,Rural,76
500,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,1,80.0,87.861666,68776.0,3218.608644,F,Rural,78
1850,Two-Door Car,Extended,Offer1,Retired,Divorced,College,8,84.0,403.2,13688.0,6086.431746,F,Suburban,2
597,SUV,Extended,Offer2,Disabled,Married,High School or Below,2,126.0,853.473552,24561.0,14432.74644,M,Suburban,31
212,Four-Door Car,Basic,Offer2,Employed,Married,College,4,62.0,117.998498,52679.0,4964.63152,M,Rural,3
2906,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,65.0,74.463101,99759.0,10314.52484,F,Rural,25
4871,Four-Door Car,Premium,Offer2,Employed,Married,College,6,114.0,547.2,78250.0,9067.658438,M,Suburban,66
5028,SUV,Basic,Offer1,Employed,Divorced,College,3,117.0,561.6,38898.0,9100.787395,F,Suburban,68
2184,Two-Door Car,Basic,Offer2,Employed,Married,College,6,62.0,246.249051,93416.0,4991.535369,F,Urban,16
2388,Four-Door Car,Extended,Offer2,Employed,Married,College,5,99.0,655.41333,93459.0,7996.00748,M,Suburban,85
150,SUV,Premium,Offer4,Disabled,Divorced,College,1,165.0,956.589903,26303.0,5999.380228,M,Suburban,47
4532,Four-Door Car,Extended,Offer2,Medical Leave,Married,Doctor,1,96.0,291.536748,20101.0,3776.320768,M,Urban,44
5522,Sports Car,Extended,Offer2,Employed,Married,Bachelor,1,137.0,969.232217,44047.0,5395.434909,M,Suburban,38
4582,Four-Door Car,Basic,Offer1,Disabled,Divorced,Master,1,71.0,142.695319,26713.0,2686.535218,M,Rural,69
5016,SUV,Extended,Offer1,Employed,Married,Bachelor,3,138.0,619.698644,78011.0,11077.68591,M,Urban,42
653,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,1,66.0,316.8,57563.0,2592.928283,M,Suburban,61
1897,Two-Door Car,Basic,Offer1,Employed,Divorced,College,2,63.0,302.4,52497.0,7412.029748,F,Suburban,46
3972,Four-Door Car,Extended,Offer3,Retired,Single,High School or Below,1,85.0,612.0,28140.0,2959.950094,M,Suburban,5
3201,Four-Door Car,Basic,Offer3,Employed,Divorced,Bachelor,1,70.0,167.295936,34200.0,2750.540853,F,Rural,15
4838,Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,1,103.0,643.826716,41833.0,4023.814439,M,Suburban,43
3555,Four-Door Car,Basic,Offer3,Employed,Divorced,College,7,71.0,340.8,35398.0,5563.771927,M,Suburban,41
2207,Four-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,1,73.0,350.4,40171.0,2876.822941,M,Suburban,78
1586,Sports Car,Premium,Offer3,Employed,Married,High School or Below,2,187.0,1053.300143,68906.0,30118.6554,M,Suburban,61
2653,Four-Door Car,Basic,Offer3,Employed,Single,High School or Below,1,70.0,21.143072,30916.0,2734.328157,F,Rural,50
4977,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,68.0,293.205349,96339.0,2746.121383,F,Urban,44
4429,Four-Door Car,Premium,Offer1,Employed,Single,Bachelor,2,101.0,384.31404,85165.0,20067.40315,F,Urban,81
19,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,1,70.0,350.65008,50397.0,2813.50617,F,Suburban,77
4466,Four-Door Car,Extended,Offer4,Employed,Married,College,2,78.0,453.073096,43267.0,15673.13621,M,Suburban,10
3130,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,66.0,316.8,82655.0,2652.695343,M,Suburban,93
1273,Two-Door Car,Basic,Offer2,Employed,Divorced,Doctor,1,63.0,12.444326,50577.0,2530.332,M,Rural,8
5009,SUV,Premium,Offer1,Employed,Divorced,Bachelor,2,149.0,270.373444,67739.0,29199.81072,M,Rural,76
281,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,6,67.0,249.085887,85702.0,5441.42013,F,Urban,74
3327,Two-Door Car,Extended,Offer2,Employed,Divorced,College,1,82.0,277.795988,68103.0,3244.816567,F,Urban,91
2780,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,1,62.0,69.794432,48791.0,2451.535793,M,Rural,0
3471,Two-Door Car,Basic,Offer3,Disabled,Married,Bachelor,2,63.0,453.6,27627.0,14594.45235,F,Suburban,43
1505,Sports Car,Extended,Offer1,Employed,Married,College,1,127.0,492.770321,94415.0,5113.874718,M,Urban,53
5562,Four-Door Car,Extended,Offer4,Employed,Married,Master,4,87.0,78.179743,66346.0,6991.614179,F,Rural,7
712,Two-Door Car,Extended,Offer2,Employed,Married,College,1,94.0,19.575683,41479.0,3746.751625,F,Rural,38
5127,Two-Door Car,Extended,Offer2,Employed,Divorced,Bachelor,1,86.0,412.8,58109.0,3380.712383,M,Suburban,6
1786,Four-Door Car,Extended,Offer2,Employed,Married,Doctor,6,99.0,475.2,63688.0,7949.28426,M,Suburban,93
4006,SUV,Basic,Offer1,Medical Leave,Married,College,3,115.0,552.0,10540.0,8682.234653,M,Suburban,76
5208,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,9,61.0,292.8,36305.0,4861.369008,M,Suburban,61
4890,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,99.0,300.703109,65404.0,3942.725768,M,Urban,79
3446,SUV,Basic,Offer1,Employed,Single,Bachelor,2,108.0,244.803741,88249.0,13094.60875,F,Rural,71
2297,Four-Door Car,Extended,Offer4,Employed,Married,College,7,78.0,93.515817,36464.0,6183.185785,F,Rural,17
370,Four-Door Car,Basic,Offer1,Disabled,Married,Bachelor,5,61.0,292.8,27357.0,4688.459288,F,Suburban,48
3556,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,9,71.0,373.047039,96917.0,5736.45893,F,Suburban,16
3528,Four-Door Car,Premium,Offer1,Employed,Married,College,2,104.0,240.176533,88184.0,12174.58958,M,Rural,97
1685,SUV,Basic,Offer3,Employed,Divorced,College,1,115.0,23.810491,67801.0,4505.405812,F,Rural,45
5613,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,91.0,629.82071,79980.0,7345.897176,M,Suburban,75
618,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,74.0,492.127532,69738.0,20946.19251,F,Suburban,26
2905,Sports Car,Extended,Offer1,Employed,Married,High School or Below,1,132.0,697.272246,53603.0,5170.976384,M,Suburban,1
66,SUV,Extended,Offer3,Employed,Married,Bachelor,2,127.0,609.6,59797.0,15261.41386,F,Suburban,50
403,Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,99.0,171.830049,88701.0,3963.394851,M,Rural,4
1260,Two-Door Car,Basic,Offer3,Employed,Single,Bachelor,1,62.0,368.400146,92711.0,2469.781334,F,Suburban,10
1620,Luxury SUV,Basic,Offer3,Employed,Married,Bachelor,3,193.0,926.4,40269.0,15304.51777,M,Suburban,27
5460,Four-Door Car,Basic,Offer1,Disabled,Divorced,Bachelor,4,71.0,340.8,25226.0,5090.44875,F,Suburban,97
216,Four-Door Car,Basic,Offer4,Employed,Married,College,1,74.0,5.622751,23333.0,2974.314896,F,Rural,43
2436,SUV,Extended,Offer1,Disabled,Divorced,Bachelor,1,125.0,600.0,12261.0,4643.413135,F,Suburban,80
5517,Four-Door Car,Basic,Offer1,Employed,Married,College,2,72.0,171.475838,68727.0,8657.968597,M,Rural,49
2382,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,3,83.0,398.4,99494.0,6650.816974,M,Suburban,65
2967,Four-Door Car,Extended,Offer2,Employed,Married,College,8,82.0,393.6,72608.0,6521.368813,F,Suburban,19
4514,Four-Door Car,Basic,Offer3,Employed,Single,College,4,67.0,6.395416,46239.0,4946.960039,F,Rural,1
1290,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,8,67.0,272.445607,64604.0,5363.528173,F,Urban,71
2819,SUV,Premium,Offer2,Employed,Married,Bachelor,3,194.0,218.342169,68086.0,15470.59658,F,Rural,6
2162,Four-Door Car,Premium,Offer2,Employed,Single,High School or Below,3,101.0,628.498605,96869.0,8029.393076,F,Suburban,97
5080,Four-Door Car,Basic,Offer2,Employed,Married,College,1,74.0,355.2,26472.0,2965.71995,F,Suburban,31
3534,Sports Car,Extended,Offer1,Employed,Married,Bachelor,5,139.0,387.222556,69090.0,11085.87709,M,Urban,11
2134,Two-Door Car,Extended,Offer4,Employed,Married,Bachelor,4,79.0,20.382876,61040.0,6177.109254,M,Rural,24
3330,Luxury Car,Basic,Offer3,Employed,Married,High School or Below,5,192.0,1382.4,48115.0,15362.35442,M,Suburban,67
1647,Sports Car,Basic,Offer1,Employed,Married,Bachelor,5,111.0,406.48025,95351.0,8940.579278,M,Urban,74
3772,SUV,Extended,Offer4,Employed,Married,High School or Below,1,129.0,619.2,87050.0,5160.251878,M,Suburban,75
5596,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,1,98.0,470.4,58713.0,3910.697956,F,Suburban,4
753,Four-Door Car,Basic,Offer1,Medical Leave,Married,Doctor,2,72.0,345.6,26463.0,19582.46887,F,Suburban,93
64,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,6,71.0,340.8,53565.0,5569.456156,M,Suburban,34
1009,Four-Door Car,Extended,Offer4,Employed,Married,College,1,95.0,405.443681,41212.0,3791.549972,F,Urban,27
4705,SUV,Basic,Offer2,Employed,Married,College,1,110.0,792.0,28719.0,4395.885525,F,Suburban,17
3747,Four-Door Car,Extended,Offer1,Employed,Married,Master,9,86.0,221.856184,33288.0,6756.651404,F,Urban,27
476,SUV,Premium,Offer4,Employed,Married,Bachelor,9,193.0,19.46445,46338.0,15306.22493,M,Rural,68
